,id,release year,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,Pre_1930
157,10329,1995,0,0,0,0,0,0,1,0,0,0
158,8963,1995,0,0,0,0,0,0,1,0,0,0
159,26564,1994,0,0,0,0,0,0,1,0,0,0
160,8068,1995,0,0,0,0,0,0,1,0,0,0
161,8512,1995,0,0,0,0,0,0,1,0,0,0
162,1572,1995,0,0,0,0,0,0,1,0,0,0
163,13552,1995,0,0,0,0,0,0,1,0,0,0
164,259209,1995,0,0,0,0,0,0,1,0,0,0
165,6520,1995,0,0,0,0,0,0,1,0,0,0
166,9073,1995,0,0,0,0,0,0,1,0,0,0
167,10428,1995,0,0,0,0,0,0,1,0,0,0
168,17447,1995,0,0,0,0,0,0,1,0,0,0
169,9886,1995,0,0,0,0,0,0,1,0,0,0
170,9482,1995,0,0,0,0,0,0,1,0,0,0
171,19326,1995,0,0,0,0,0,0,1,0,0,0
172,9344,1995,0,0,0,0,0,0,1,0,0,0
173,9071,1995,0,0,0,0,0,0,1,0,0,0
174,8973,1995,0,0,0,0,0,0,1,0,0,0
175,15730,1993,0,0,0,0,0,0,1,0,0,0
176,47608,1995,0,0,0,0,0,0,1,0,0,0
177,2293,1995,0,0,0,0,0,0,1,0,0,0
178,9070,1995,0,0,0,0,0,0,1,0,0,0
179,68274,1995,0,0,0,0,0,0,1,0,0,0
180,48787,1995,0,0,0,0,0,0,1,0,0,0
181,34574,1994,0,0,0,0,0,0,1,0,0,0
182,1642,1995,0,0,0,0,0,0,1,0,0,0
183,11472,1995,0,0,0,0,0,0,1,0,0,0
184,36196,1995,0,0,0,0,0,0,1,0,0,0
185,11980,1995,0,0,0,0,0,0,1,0,0,0
186,58372,1995,0,0,0,0,0,0,1,0,0,0
187,32646,1995,0,0,0,0,0,0,1,0,0,0
188,10533,1995,0,0,0,0,0,0,1,0,0,0
189,10802,1995,0,0,0,0,0,0,1,0,0,0
190,10149,1995,0,0,0,0,0,0,1,0,0,0
191,18402,1995,0,0,0,0,0,0,1,0,0,0
192,9348,1995,0,0,0,0,0,0,1,0,0,0
193,139408,1995,0,0,0,0,0,0,1,0,0,0
194,281,1995,0,0,0,0,0,0,1,0,0,0
195,5967,1964,0,0,0,1,0,0,0,0,0,0
196,79593,1995,0,0,0,0,0,0,1,0,0,0
197,47939,1995,0,0,0,0,0,0,1,0,0,0
198,36834,1995,0,0,0,0,0,0,1,0,0,0
199,9090,1995,0,0,0,0,0,0,1,0,0,0
200,3512,1995,0,0,0,0,0,0,1,0,0,0
201,52856,1995,0,0,0,0,0,0,1,0,0,0
202,77350,1995,0,0,0,0,0,0,1,0,0,0
203,9560,1995,0,0,0,0,0,0,1,0,0,0
204,9804,1995,0,0,0,0,0,0,1,0,0,0
205,31611,1995,0,0,0,0,0,0,1,0,0,0
206,65796,1995,0,0,0,0,0,0,1,0,0,0
207,49805,1994,0,0,0,0,0,0,1,0,0,0
208,26258,1995,0,0,0,0,0,0,1,0,0,0
209,50797,1994,0,0,0,0,0,0,1,0,0,0
210,19155,1994,0,0,0,0,0,0,1,0,0,0
211,76,1995,0,0,0,0,0,0,1,0,0,0
212,11017,1995,0,0,0,0,0,0,1,0,0,0
213,37141,1995,0,0,0,0,0,0,1,0,0,0
214,9382,1995,0,0,0,0,0,0,1,0,0,0
215,6715,1995,0,0,0,0,0,0,1,0,0,0
216,18256,1995,0,0,0,0,0,0,1,0,0,0
217,22625,1995,0,0,0,0,0,0,1,0,0,0
218,2292,1994,0,0,0,0,0,0,1,0,0,0
219,1909,1994,0,0,0,0,0,0,1,0,0,0
220,8984,1994,0,0,0,0,0,0,1,0,0,0
221,61813,1995,0,0,0,0,0,0,1,0,0,0
222,4954,1994,0,0,0,0,0,0,1,0,0,0
223,62488,1995,0,0,0,0,0,0,1,0,0,0
224,10531,1994,0,0,0,0,0,0,1,0,0,0
225,11929,1995,0,0,0,0,0,0,1,0,0,0
226,8467,1994,0,0,0,0,0,0,1,0,0,0
227,10451,1994,0,0,0,0,0,0,1,0,0,0
228,20156,1994,0,0,0,0,0,0,1,0,0,0
229,18395,1994,0,0,0,0,0,0,1,0,0,0
230,522,1994,0,0,0,0,0,0,1,0,0,0
231,397,1995,0,0,0,0,0,0,1,0,0,0
232,10525,1995,0,0,0,0,0,0,1,0,0,0
233,27985,1995,0,0,0,0,0,0,1,0,0,0
234,15789,1995,0,0,0,0,0,0,1,0,0,0
235,27303,1995,0,0,0,0,0,0,1,0,0,0
236,21183,1995,0,0,0,0,0,0,1,0,0,0
237,10954,1994,0,0,0,0,0,0,1,0,0,0
238,47867,1995,0,0,0,0,0,0,1,0,0,0
239,43475,1995,0,0,0,0,0,0,1,0,0,0
240,72031,1994,0,0,0,0,0,0,1,0,0,0
241,14275,1994,0,0,0,0,0,0,1,0,0,0
242,1024,1994,0,0,0,0,0,0,1,0,0,0
243,17207,1995,0,0,0,0,0,0,1,0,0,0
244,13701,1994,0,0,0,0,0,0,1,0,0,0
245,14819,1995,0,0,0,0,0,0,1,0,0,0
246,32631,1995,0,0,0,0,0,0,1,0,0,0
247,11777,1994,0,0,0,0,0,0,1,0,0,0
248,628,1994,0,0,0,0,0,0,1,0,0,0
249,87729,1995,0,0,0,0,0,0,1,0,0,0
250,18713,1995,0,0,0,0,0,0,1,0,0,0
251,6280,1994,0,0,0,0,0,0,1,0,0,0
252,9061,1995,0,0,0,0,0,0,1,0,0,0
253,37108,1995,0,0,0,0,0,0,1,0,0,0
254,6071,1995,0,0,0,0,0,0,1,0,0,0
255,11,1977,0,0,0,0,1,0,0,0,0,0
256,9587,1994,0,0,0,0,0,0,1,0,0,0
257,19101,1995,0,0,0,0,0,0,1,0,0,0
258,49980,1994,0,0,0,0,0,0,1,0,0,0
259,17961,1994,0,0,0,0,0,0,1,0,0,0
260,18183,1992,0,0,0,0,0,0,1,0,0,0
261,4476,1994,0,0,0,0,0,0,1,0,0,0
262,11008,1995,0,0,0,0,0,0,1,0,0,0
263,47504,1994,0,0,0,0,0,0,1,0,0,0
264,32325,1994,0,0,0,0,0,0,1,0,0,0
265,43742,1994,0,0,0,0,0,0,1,0,0,0
266,28313,1995,0,0,0,0,0,0,1,0,0,0
267,11318,1994,0,0,0,0,0,0,1,0,0,0
268,3036,1994,0,0,0,0,0,0,1,0,0,0
269,40490,1995,0,0,0,0,0,0,1,0,0,0
270,24070,1994,0,0,0,0,0,0,1,0,0,0
271,8986,1994,0,0,0,0,0,0,1,0,0,0
272,10510,1994,0,0,0,0,0,0,1,0,0,0
273,17402,1995,0,0,0,0,0,0,1,0,0,0
274,38722,1995,0,0,0,0,0,0,1,0,0,0
275,8438,1995,0,0,0,0,0,0,1,0,0,0
276,11593,1994,0,0,0,0,0,0,1,0,0,0
277,1945,1994,0,0,0,0,0,0,1,0,0,0
278,39310,1995,0,0,0,0,0,0,1,0,0,0
279,109560,1993,0,0,0,0,0,0,1,0,0,0
280,56428,1994,0,0,0,0,0,0,1,0,0,0
281,63105,1995,0,0,0,0,0,0,1,0,0,0
282,131957,1995,0,0,0,0,0,0,1,0,0,0
283,241,1994,0,0,0,0,0,0,1,0,0,0
284,9058,1994,0,0,0,0,0,0,1,0,0,0
285,527,1994,0,0,0,0,0,0,1,0,0,0
286,18220,1996,0,0,0,0,0,0,1,0,0,0
287,6950,1995,0,0,0,0,0,0,1,0,0,0
288,101,1994,0,0,0,0,0,0,1,0,0,0
289,63020,1995,0,0,0,0,0,0,1,0,0,0
290,2307,1995,0,0,0,0,0,0,1,0,0,0
291,680,1994,0,0,0,0,0,0,1,0,0,0
292,41478,1995,0,0,0,0,0,0,1,0,0,0
293,25296,1992,0,0,0,0,0,0,1,0,0,0
294,40156,1994,0,0,0,0,0,0,1,0,0,0
295,11450,1994,0,0,0,0,0,0,1,0,0,0
296,30304,1995,0,0,0,0,0,0,1,0,0,0
297,10452,1994,0,0,0,0,0,0,1,0,0,0
298,12106,1995,0,0,0,0,0,0,1,0,0,0
299,161495,1995,0,0,0,0,0,0,1,0,0,0
300,3586,1994,0,0,0,0,0,0,1,0,0,0
301,110,1994,0,0,0,0,0,0,1,0,0,0
302,108,1993,0,0,0,0,0,0,1,0,0,0
303,109,1994,0,0,0,0,0,0,1,0,0,0
304,159185,1994,0,0,0,0,0,0,1,0,0,0
305,36357,1995,0,0,0,0,0,0,1,0,0,0
306,92769,1995,0,0,0,0,0,0,1,0,0,0
307,28033,1995,0,0,0,0,0,0,1,0,0,0
308,22586,1994,0,0,0,0,0,0,1,0,0,0
309,14334,1994,0,0,0,0,0,0,1,0,0,0
310,2636,1994,0,0,0,0,0,0,1,0,0,0
311,2164,1994,0,0,0,0,0,0,1,0,0,0
312,11395,1994,0,0,0,0,0,0,1,0,0,0
313,278,1994,0,0,0,0,0,0,1,0,0,0
314,9905,1994,0,0,0,0,0,0,1,0,0,0
315,87078,1993,0,0,0,0,0,0,1,0,0,0
316,12527,1993,0,0,0,0,0,0,1,0,0,0
317,20306,1994,0,0,0,0,0,0,1,0,0,0
318,36614,1994,0,0,0,0,0,0,1,0,0,0
319,27993,1995,0,0,0,0,0,0,1,0,0,0
320,31439,1994,0,0,0,0,0,0,1,0,0,0
321,9067,1995,0,0,0,0,0,0,1,0,0,0
322,9059,1995,0,0,0,0,0,0,1,0,0,0
323,193,1994,0,0,0,0,0,0,1,0,0,0
324,25066,1995,0,0,0,0,0,0,1,0,0,0
325,46797,1994,0,0,0,0,0,0,1,0,0,0
326,12122,1995,0,0,0,0,0,0,1,0,0,0
327,11381,1995,0,0,0,0,0,0,1,0,0,0
328,32636,1994,0,0,0,0,0,0,1,0,0,0
329,36141,1995,0,0,0,0,0,0,1,0,0,0
330,95963,1995,0,0,0,0,0,0,1,0,0,0
331,1587,1993,0,0,0,0,0,0,1,0,0,0
332,9271,1995,0,0,0,0,0,0,1,0,0,0
333,2064,1995,0,0,0,0,0,0,1,0,0,0
334,19855,1994,0,0,0,0,0,0,1,0,0,0
335,60855,1994,0,0,0,0,0,0,1,0,0,0
336,236,1994,0,0,0,0,0,0,1,0,0,0
337,48287,1995,0,0,0,0,0,0,1,0,0,0
338,3049,1994,0,0,0,0,0,0,1,0,0,0
339,2759,1994,0,0,0,0,0,0,1,0,0,0
340,12635,1994,0,0,0,0,0,0,1,0,0,0
341,10497,1992,0,0,0,0,0,0,1,0,0,0
342,11382,1994,0,0,0,0,0,0,1,0,0,0
343,9331,1994,0,0,0,0,0,0,1,0,0,0
344,10731,1994,0,0,0,0,0,0,1,0,0,0
345,10464,1994,0,0,0,0,0,0,1,0,0,0
346,34152,1994,0,0,0,0,0,0,1,0,0,0
347,9495,1994,0,0,0,0,0,0,1,0,0,0
348,29973,1994,0,0,0,0,0,0,1,0,0,0
349,888,1994,0,0,0,0,0,0,1,0,0,0
350,13,1994,0,0,0,0,0,0,1,0,0,0
351,712,1994,0,0,0,0,0,0,1,0,0,0
352,16295,1995,0,0,0,0,0,0,1,0,0,0
353,48992,1994,0,0,0,0,0,0,1,0,0,0
354,10879,1994,0,0,0,0,0,0,1,0,0,0
355,10660,1994,0,0,0,0,0,0,1,0,0,0
356,10714,1994,0,0,0,0,0,0,1,0,0,0
357,41647,1993,0,0,0,0,0,0,1,0,0,0
358,8587,1994,0,0,0,0,0,0,1,0,0,0
359,1689,1993,0,0,0,0,0,0,1,0,0,0
360,11596,1994,0,0,0,0,0,0,1,0,0,0
361,854,1994,0,0,0,0,0,0,1,0,0,0
362,9359,1994,0,0,0,0,0,0,1,0,0,0
363,23333,1994,0,0,0,0,0,0,1,0,0,0
364,36593,1994,0,0,0,0,0,0,1,0,0,0
365,12280,1994,0,0,0,0,0,0,1,0,0,0
366,2788,1994,0,0,0,0,0,0,1,0,0,0
367,10427,1993,0,0,0,0,0,0,1,0,0,0
368,11011,1994,0,0,0,0,0,0,1,0,0,0
369,49803,1994,0,0,0,0,0,0,1,0,0,0
370,8987,1994,0,0,0,0,0,0,1,0,0,0
371,1637,1994,0,0,0,0,0,0,1,0,0,0
372,15128,1994,0,0,0,0,0,0,1,0,0,0
373,8831,1994,0,0,0,0,0,0,1,0,0,0
374,36955,1994,0,0,0,0,0,0,1,0,0,0
375,10449,1994,0,0,0,0,0,0,1,0,0,0
376,10395,1994,0,0,0,0,0,0,1,0,0,0
377,12160,1994,0,0,0,0,0,0,1,0,0,0
378,40480,1995,0,0,0,0,0,0,1,0,0,0
379,52038,1994,0,0,0,0,0,0,1,0,0,0
380,29444,1994,0,0,0,0,0,0,1,0,0,0
381,26352,1994,0,0,0,0,0,0,1,0,0,0
382,39953,1994,0,0,0,0,0,0,1,0,0,0
383,41580,1994,0,0,0,0,0,0,1,0,0,0
384,315,1965,0,0,0,1,0,0,0,0,0,0
385,22067,1994,0,0,0,0,0,0,1,0,0,0
386,18242,1993,0,0,0,0,0,0,1,0,0,0
387,11667,1994,0,0,0,0,0,0,1,0,0,0
388,32502,1995,0,0,0,0,0,0,1,0,0,0
389,267188,1997,0,0,0,0,0,0,1,0,0,0
390,28732,1995,0,0,0,0,0,0,1,0,0,0
391,75555,1995,0,0,0,0,0,0,1,0,0,0
392,42981,1995,0,0,0,0,0,0,1,0,0,0
393,278939,1995,0,0,0,0,0,0,1,0,0,0
394,291731,1995,0,0,0,0,0,0,1,0,0,0
395,226229,1995,0,0,0,0,0,0,1,0,0,0
396,203119,1996,0,0,0,0,0,0,1,0,0,0
397,172923,1995,0,0,0,0,0,0,1,0,0,0
398,316098,1995,0,0,0,0,0,0,1,0,0,0
399,8011,1994,0,0,0,0,0,0,1,0,0,0
400,171857,1995,0,0,0,0,0,0,1,0,0,0
401,2654,1994,0,0,0,0,0,0,1,0,0,0
402,18069,1994,0,0,0,0,0,0,1,0,0,0
403,19092,1994,0,0,0,0,0,0,1,0,0,0
404,2758,1993,0,0,0,0,0,0,1,0,0,0
405,38129,1994,0,0,0,0,0,0,1,0,0,0
406,10436,1993,0,0,0,0,0,0,1,0,0,0
407,13595,1994,0,0,0,0,0,0,1,0,0,0
408,46094,1994,0,0,0,0,0,0,1,0,0,0
409,9409,1993,0,0,0,0,0,0,1,0,0,0
410,11853,1994,0,0,0,0,0,0,1,0,0,0
411,16771,1994,0,0,0,0,0,0,1,0,0,0
412,46924,1994,0,0,0,0,0,0,1,0,0,0
413,11041,1993,0,0,0,0,0,0,1,0,0,0
414,306,1994,0,0,0,0,0,0,1,0,0,0
415,14522,1994,0,0,0,0,0,0,1,0,0,0
416,26203,1994,0,0,0,0,0,0,1,0,0,0
417,178,1994,0,0,0,0,0,0,1,0,0,0
418,19819,1994,0,0,0,0,0,0,1,0,0,0
419,57834,1994,0,0,0,0,0,0,1,0,0,0
420,4722,1993,0,0,0,0,0,0,1,0,0,0
421,18215,1993,0,0,0,0,0,0,1,0,0,0
422,1607,1993,0,0,0,0,0,0,1,0,0,0
423,26391,1994,0,0,0,0,0,0,1,0,0,0
424,117553,1993,0,0,0,0,0,0,1,0,0,0
425,6075,1993,0,0,0,0,0,0,1,0,0,0
426,11310,1994,0,0,0,0,0,0,1,0,0,0
427,18658,1994,0,0,0,0,0,0,1,0,0,0
428,9350,1993,0,0,0,0,0,0,1,0,0,0
429,9612,1993,0,0,0,0,0,0,1,0,0,0
430,2124,1994,0,0,0,0,0,0,1,0,0,0
431,26261,1994,0,0,0,0,0,0,1,0,0,0
432,19176,1994,0,0,0,0,0,0,1,0,0,0
433,49299,1993,0,0,0,0,0,0,1,0,0,0
434,11566,1993,0,0,0,0,0,0,1,0,0,0
435,9571,1993,0,0,0,0,0,0,1,0,0,0
436,9739,1993,0,0,0,0,0,0,1,0,0,0
437,24257,1994,0,0,0,0,0,0,1,0,0,0
438,34444,1994,0,0,0,0,0,0,1,0,0,0
439,26141,1993,0,0,0,0,0,0,1,0,0,0
440,10997,1993,0,0,0,0,0,0,1,0,0,0
441,50463,1994,0,0,0,0,0,0,1,0,0,0
442,10443,1993,0,0,0,0,0,0,1,0,0,0
443,20239,1994,0,0,0,0,0,0,1,0,0,0
444,16297,1994,0,0,0,0,0,0,1,0,0,0
445,18551,1993,0,0,0,0,0,0,1,0,0,0
446,25440,1994,0,0,0,0,0,0,1,0,0,0
447,9024,1993,0,0,0,0,0,0,1,0,0,0
448,37233,1993,0,0,0,0,0,0,1,0,0,0
449,1634,1993,0,0,0,0,0,0,1,0,0,0
450,13815,1994,0,0,0,0,0,0,1,0,0,0
451,5503,1993,0,0,0,0,0,0,1,0,0,0
452,35588,1993,0,0,0,0,0,0,1,0,0,0
453,2087,1994,0,0,0,0,0,0,1,0,0,0
454,41579,1994,0,0,0,0,0,0,1,0,0,0
455,18620,1994,0,0,0,0,0,0,1,0,0,0
456,41006,1994,0,0,0,0,0,0,1,0,0,0
457,4916,1993,0,0,0,0,0,0,1,0,0,0
458,2019,1993,0,0,0,0,0,0,1,0,0,0
459,31642,1993,0,0,0,0,0,0,1,0,0,0
460,9255,1993,0,0,0,0,0,0,1,0,0,0
461,26271,1995,0,0,0,0,0,0,1,0,0,0
462,10612,1995,0,0,0,0,0,0,1,0,0,0
463,2259,1993,0,0,0,0,0,0,1,0,0,0
464,16097,1994,0,0,0,0,0,0,1,0,0,0
465,11934,1994,0,0,0,0,0,0,1,0,0,0
466,106143,1994,0,0,0,0,0,0,1,0,0,0
467,12475,1994,0,0,0,0,0,0,1,0,0,0
468,9386,1993,0,0,0,0,0,0,1,0,0,0
469,7984,1993,0,0,0,0,0,0,1,0,0,0
470,59930,1994,0,0,0,0,0,0,1,0,0,0
471,15765,1993,0,0,0,0,0,0,1,0,0,0
472,31643,1994,0,0,0,0,0,0,1,0,0,0
473,6,1993,0,0,0,0,0,0,1,0,0,0
474,329,1993,0,0,0,0,0,0,1,0,0,0
475,10909,1993,0,0,0,0,0,0,1,0,0,0
476,507,1993,0,0,0,0,0,0,1,0,0,0
477,34024,1993,0,0,0,0,0,0,1,0,0,0
478,29918,1994,0,0,0,0,0,0,1,0,0,0
479,9593,1993,0,0,0,0,0,0,1,0,0,0
480,42580,1993,0,0,0,0,0,0,1,0,0,0
481,22317,1994,0,0,0,0,0,0,1,0,0,0
482,1413,1993,0,0,0,0,0,0,1,0,0,0
483,12121,1993,0,0,0,0,0,0,1,0,0,0
484,2246,1993,0,0,0,0,0,0,1,0,0,0
485,10502,1993,0,0,0,0,0,0,1,0,0,0
486,10440,1993,0,0,0,0,0,0,1,0,0,0
487,9516,1993,0,0,0,0,0,0,1,0,0,0
488,2320,1996,0,0,0,0,0,0,1,0,0,0
489,5879,1976,0,0,0,0,1,0,0,0,0,0
490,83718,1994,0,0,0,0,0,0,1,0,0,0
491,11971,1993,0,0,0,0,0,0,1,0,0,0
492,2625,1993,0,0,0,0,0,0,1,0,0,0
493,31911,1993,0,0,0,0,0,0,1,0,0,0
494,788,1993,0,0,0,0,0,0,1,0,0,0
495,21450,1993,0,0,0,0,0,0,1,0,0,0
496,11231,1994,0,0,0,0,0,0,1,0,0,0
497,41588,1994,0,0,0,0,0,0,1,0,0,0
