,id,title,Paramount Pictures,MGM,20th Century Fox,Warner Bros.,Universal Pictures,Columbia Pictures,Disney,Pixar,New Line Cinema,United Artists,Canal+,RKO Radio Pictures,Touchstone Pictures,BBC Films
213,37141,The Babysitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,9382,Boys on the Side,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6715,The Cure,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,18256,Castle Freak,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,22625,Circle of Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2292,Clerks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1909,Don Juan DeMarco,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,8984,Disclosure,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,61813,Dream Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4954,Drop Zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,62488,Destiny Turns on the Radio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,10531,Death and the Maiden,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,11929,Dolores Claiborne,0,0,0,0,0,1,0,0,0,0,0,0,0,0
226,8467,Dumb and Dumber,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,10451,Eat Drink Man Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,20156,Exotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,18395,Exit to Eden,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,522,Ed Wood,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,397,French Kiss,0,0,1,0,0,0,0,0,0,0,0,0,0,0
232,10525,Forget Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,27985,Far from Home: The Adventures of Yellow Dog,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,15789,A Goofy Movie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,27303,Hideaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,21183,Fluke,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,10954,Farinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,47867,Gordy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,43475,Gumby: The Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,72031,The Glass Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,14275,Hoop Dreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1024,Heavenly Creatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,17207,Houseguest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,13701,Immortal Beloved,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,14819,Heavyweights,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,32631,The Hunted,0,0,0,0,1,0,0,0,0,0,0,0,0,0
247,11777,I.Q.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,628,Interview with the Vampire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,87729,Jefferson in Paris,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,18713,The Jerky Boys,0,0,0,0,0,0,0,0,0,0,0,0,1,0
251,6280,Junior,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,9061,Just Cause,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,37108,A Kid in King Arthur's Court,0,0,0,0,0,0,1,0,0,0,0,0,0,0
254,6071,Kiss of Death,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,11,Star Wars,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,9587,Little Women,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,19101,A Little Princess,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,49980,Ladybird Ladybird,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,17961,L'Enfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,18183,Like Water for Chocolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,4476,Legends of the Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,11008,Major Payne,0,0,0,0,1,0,0,0,0,0,0,0,0,0
263,47504,Little Odessa,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,32325,Mi Vida Loca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,43742,Love Affair,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,28313,Losing Isaiah,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,11318,The Madness of King George,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,3036,Mary Shelley's Frankenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,40490,Man of the House,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270,24070,Mixed Nuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,8986,Milk Money,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,10510,Miracle on 34th Street,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,17402,Miami Rhapsody,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,38722,My Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,8438,Murder in the First,0,0,0,1,0,0,0,0,0,0,0,0,0,0
276,11593,Nobody's Fool,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1945,Nell,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,39310,New Jersey Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,109560,New York Cop,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,56428,Beyond Bedlam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,63105,Nemesis 2 - Nebula,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,131957,Nina Takes a Lover,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,241,Natural Born Killers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,9058,Only You,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,527,Once Were Warriors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,18220,Poison Ivy II: Lily,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,6950,Outbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,101,Leon: The Professional,0,0,0,0,0,1,0,0,0,0,0,0,0,0
289,63020,The Perez Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2307,A Pyromaniac's Love Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,680,Pulp Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,41478,Panther,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,25296,Pushing Hands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,40156,Priest,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,11450,Quiz Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,30304,Picture Bride,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,10452,Queen Margot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,12106,The Quick and the Dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,161495,Roommates,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3586,Prêt-à-Porter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,110,Three Colors: Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,108,Three Colors: Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,109,Three Colors: White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,159185,"Red Firecracker, Green Firecracker",0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,36357,Rent-a-Kid,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,92769,Relative Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,28033,Stuart Saves His Family,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308,22586,The Swan Princess,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,14334,The Secret of Roan Inish,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2636,The Specialist,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,2164,Stargate,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,11395,The Santa Clause,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,278,The Shawshank Redemption,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,9905,Shallow Grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,87078,Suture,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,12527,Strawberry and Chocolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,20306,Swimming with Sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,36614,The Sum of Us,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,27993,Senior Trip,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,31439,To Live,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,9067,Tank Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,9059,Tales from the Crypt: Demon Knight,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,193,Star Trek: Generations,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,25066,Tales from the Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,46797,Tom & Viv,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,12122,Village of the Damned,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,11381,Tommy Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,32636,Vanya on 42nd Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,36141,The Underneath,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,95963,The Walking Dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1587,What's Eating Gilbert Grape,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,9271,Virtuosity,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2064,While You Were Sleeping,0,0,0,0,0,0,0,0,0,0,0,0,0,0
